ocel_id;ocel_type
pick_i413;pick item
ship_o118;ship order
pick_i417;pick item
ship_o119;ship order
place_o120;place order
pick_i418;pick item
pick_i420;pick item
pick_i419;pick item
pick_i421;pick item
ship_o120;ship order
place_o121;place order
pick_i425;pick item
pick_i426;pick item
pick_i422;pick item
pick_i423;pick item
pick_i424;pick item
ship_o121;ship order
place_o122;place order
pick_i429;pick item
pick_i427;pick item
pick_i428;pick item
ship_o122;ship order
place_o123;place order
pick_i431;pick item
pick_i433;pick item
pick_i434;pick item
pick_i430;pick item
pick_i432;pick item
ship_o123;ship order
place_o124;place order
pick_i435;pick item
pick_i436;pick item
ship_o124;ship order
place_o125;place order
pick_i437;pick item
pick_i439;pick item
pick_i438;pick item
pick_i440;pick item
ship_o125;ship order
place_o126;place order
pick_i442;pick item
pick_i441;pick item
pick_i443;pick item
ship_o126;ship order
place_o127;place order
pick_i444;pick item
pick_i445;pick item
ship_o127;ship order
place_o128;place order
pick_i446;pick item
pick_i449;pick item
pick_i447;pick item
pick_i448;pick item
ship_o128;ship order
place_o129;place order
pick_i452;pick item
pick_i451;pick item
pick_i450;pick item
ship_o129;ship order
place_o130;place order
pick_i456;pick item
pick_i455;pick item
place_o131;place order
pick_i454;pick item
pick_i453;pick item
ship_o130;ship order
pick_i459;pick item
pick_i457;pick item
pick_i458;pick item
place_o132;place order
pick_i460;pick item
ship_o131;ship order
pick_i462;pick item
pick_i461;pick item
ship_o132;ship order
place_o133;place order
pick_i468;pick item
pick_i465;pick item
pick_i463;pick item
pick_i464;pick item
pick_i466;pick item
pick_i467;pick item
ship_o133;ship order
place_o134;place order
pick_i471;pick item
pick_i470;pick item
pick_i469;pick item
pick_i472;pick item
ship_o134;ship order
place_o135;place order
pick_i474;pick item
pick_i475;pick item
pick_i473;pick item
ship_o135;ship order
place_o136;place order
pick_i479;pick item
pick_i477;pick item
pick_i480;pick item
pick_i476;pick item
pick_i478;pick item
pick_i481;pick item
ship_o136;ship order
place_o137;place order
pick_i484;pick item
pick_i482;pick item
pick_i483;pick item
ship_o137;ship order
place_o138;place order
pick_i486;pick item
pick_i489;pick item
pick_i487;pick item
pick_i485;pick item
pick_i488;pick item
ship_o138;ship order
place_o139;place order
pick_i490;pick item
pick_i496;pick item
pick_i494;pick item
place_o140;place order
pick_i492;pick item
pick_i499;pick item
pick_i491;pick item
pick_i497;pick item
pick_i495;pick item
pick_i493;pick item
pick_i498;pick item
ship_o139;ship order
ship_o140;ship order
place_o141;place order
pick_i501;pick item
pick_i503;pick item
pick_i500;pick item
pick_i502;pick item
ship_o141;ship order
place_o142;place order
pick_i505;pick item
pick_i504;pick item
ship_o142;ship order
place_o143;place order
pick_i509;pick item
pick_i513;pick item
pick_i507;pick item
pick_i508;pick item
pick_i511;pick item
pick_i506;pick item
pick_i512;pick item
pick_i510;pick item
place_o144;place order
ship_o143;ship order
pick_i517;pick item
pick_i515;pick item
pick_i514;pick item
pick_i516;pick item
place_o145;place order
pick_i519;pick item
ship_o144;ship order
pick_i518;pick item
ship_o145;ship order
place_o146;place order
pick_i521;pick item
pick_i520;pick item
pick_i522;pick item
ship_o146;ship order
place_o147;place order
pick_i526;pick item
pick_i525;pick item
pick_i524;pick item
pick_i523;pick item
ship_o147;ship order
place_o148;place order
pick_i529;pick item
pick_i527;pick item
place_o149;place order
pick_i528;pick item
pick_i530;pick item
ship_o148;ship order
pick_i531;pick item
pick_i532;pick item
ship_o149;ship order
place_o150;place order
pick_i533;pick item
pick_i534;pick item
ship_o150;ship order
place_o151;place order
pick_i535;pick item
pick_i536;pick item
pick_i537;pick item
ship_o151;ship order
place_o152;place order
pick_i539;pick item
pick_i538;pick item
ship_o152;ship order
place_o153;place order
pick_i546;pick item
pick_i541;pick item
pick_i543;pick item
pick_i547;pick item
pick_i545;pick item
pick_i542;pick item
pick_i544;pick item
pick_i540;pick item
ship_o153;ship order
place_o154;place order
pick_i551;pick item
pick_i548;pick item
pick_i550;pick item
pick_i549;pick item
pick_i552;pick item
ship_o154;ship order
place_o155;place order
pick_i554;pick item
pick_i557;pick item
pick_i555;pick item
pick_i561;pick item
place_o156;place order
pick_i565;pick item
pick_i562;pick item
pick_i564;pick item
pick_i568;pick item
pick_i569;pick item
pick_i559;pick item
pick_i566;pick item
pick_i556;pick item
pick_i567;pick item
pick_i558;pick item
pick_i560;pick item
pick_i563;pick item
ship_o156;ship order
pick_i553;pick item
ship_o155;ship order
place_o157;place order
pick_i571;pick item
pick_i570;pick item
pick_i572;pick item
ship_o157;ship order
place_o158;place order
pick_i574;pick item
pick_i573;pick item
ship_o158;ship order
place_o159;place order
pick_i580;pick item
pick_i578;pick item
pick_i576;pick item
pick_i582;pick item
pick_i581;pick item
pick_i577;pick item
pick_i579;pick item
pick_i575;pick item
place_o160;place order
ship_o159;ship order
pick_i584;pick item
pick_i583;pick item
ship_o160;ship order
place_o161;place order
pick_i585;pick item
pick_i586;pick item
ship_o161;ship order
place_o162;place order
pick_i589;pick item
pick_i591;pick item
pick_i590;pick item
pick_i587;pick item
pick_i588;pick item
ship_o162;ship order
place_o163;place order
pick_i592;pick item
pick_i593;pick item
pick_i595;pick item
pick_i594;pick item
ship_o163;ship order
place_o164;place order
pick_i598;pick item
pick_i597;pick item
pick_i596;pick item
ship_o164;ship order
place_o165;place order
pick_i600;pick item
pick_i602;pick item
pick_i601;pick item
place_o166;place order
pick_i603;pick item
pick_i605;pick item
pick_i604;pick item
pick_i606;pick item
ship_o166;ship order
pick_i599;pick item
ship_o165;ship order
place_o167;place order
pick_i613;pick item
pick_i608;pick item
pick_i609;pick item
pick_i607;pick item
pick_i610;pick item
pick_i612;pick item
pick_i611;pick item
pick_i614;pick item
ship_o167;ship order
place_o168;place order
pick_i618;pick item
pick_i616;pick item
pick_i615;pick item
pick_i617;pick item
ship_o168;ship order
place_o169;place order
pick_i619;pick item
pick_i621;pick item
pick_i620;pick item
pick_i622;pick item
place_o170;place order
ship_o169;ship order
pick_i624;pick item
pick_i626;pick item
pick_i625;pick item
pick_i623;pick item
pick_i627;pick item
ship_o170;ship order
place_o171;place order
pick_i629;pick item
pick_i628;pick item
ship_o171;ship order
place_o172;place order
pick_i631;pick item
pick_i630;pick item
pick_i634;pick item
pick_i633;pick item
pick_i632;pick item
ship_o172;ship order
place_o173;place order
pick_i638;pick item
pick_i637;pick item
pick_i635;pick item
pick_i636;pick item
pick_i639;pick item
ship_o173;ship order
place_o174;place order
pick_i648;pick item
pick_i645;pick item
place_o175;place order
pick_i644;pick item
pick_i647;pick item
pick_i652;pick item
pick_i641;pick item
pick_i651;pick item
pick_i650;pick item
pick_i643;pick item
pick_i640;pick item
pick_i642;pick item
pick_i646;pick item
ship_o174;ship order
pick_i649;pick item
ship_o175;ship order
place_o176;place order
pick_i653;pick item
pick_i657;pick item
pick_i656;pick item
pick_i655;pick item
pick_i658;pick item
pick_i654;pick item
place_o177;place order
pick_i659;pick item
pick_i660;pick item
ship_o176;ship order
pick_i662;pick item
pick_i663;pick item
pick_i664;pick item
pick_i661;pick item
ship_o177;ship order
place_o178;place order
pick_i670;pick item
pick_i666;pick item
pick_i665;pick item
place_o179;place order
pick_i667;pick item
pick_i669;pick item
pick_i668;pick item
ship_o178;ship order
pick_i672;pick item
pick_i671;pick item
ship_o179;ship order
place_o180;place order
pick_i675;pick item
pick_i673;pick item
pick_i676;pick item
pick_i677;pick item
pick_i674;pick item
ship_o180;ship order
place_o181;place order
pick_i678;pick item
pick_i680;pick item
pick_i681;pick item
pick_i683;pick item
pick_i682;pick item
place_o182;place order
pick_i679;pick item
ship_o181;ship order
pick_i685;pick item
pick_i684;pick item
pick_i686;pick item
pick_i687;pick item
ship_o182;ship order
place_o183;place order
pick_i688;pick item
pick_i690;pick item
pick_i691;pick item
pick_i689;pick item
ship_o183;ship order
place_o184;place order
pick_i692;pick item
pick_i695;pick item
pick_i696;pick item
pick_i693;pick item
pick_i694;pick item
ship_o184;ship order
place_o185;place order
pick_i700;pick item
pick_i699;pick item
pick_i701;pick item
pick_i697;pick item
pick_i698;pick item
ship_o185;ship order
place_o186;place order
pick_i706;pick item
place_o187;place order
pick_i708;pick item
pick_i704;pick item
pick_i703;pick item
pick_i705;pick item
pick_i709;pick item
pick_i710;pick item
ship_o187;ship order
pick_i702;pick item
place_o188;place order
pick_i707;pick item
ship_o186;ship order
pick_i714;pick item
pick_i713;pick item
pick_i711;pick item
pick_i712;pick item
ship_o188;ship order
place_o189;place order
pick_i716;pick item
pick_i717;pick item
pick_i718;pick item
pick_i715;pick item
ship_o189;ship order
place_o190;place order
pick_i721;pick item
pick_i719;pick item
pick_i722;pick item
pick_i720;pick item
ship_o190;ship order
place_o191;place order
pick_i723;pick item
pick_i724;pick item
place_o192;place order
ship_o191;ship order
pick_i727;pick item
pick_i725;pick item
pick_i726;pick item
ship_o192;ship order
place_o193;place order
pick_i729;pick item
pick_i731;pick item
pick_i730;pick item
pick_i728;pick item
ship_o193;ship order
place_o194;place order
pick_i735;pick item
pick_i732;pick item
pick_i734;pick item
pick_i736;pick item
pick_i733;pick item
ship_o194;ship order
place_o195;place order
pick_i739;pick item
pick_i740;pick item
pick_i737;pick item
pick_i741;pick item
pick_i738;pick item
pick_i742;pick item
ship_o195;ship order
place_o196;place order
pick_i750;pick item
pick_i743;pick item
pick_i745;pick item
place_o197;place order
pick_i751;pick item
pick_i748;pick item
pick_i747;pick item
pick_i746;pick item
pick_i744;pick item
pick_i749;pick item
pick_i752;pick item
ship_o196;ship order
ship_o197;ship order
place_o198;place order
pick_i756;pick item
pick_i755;pick item
pick_i754;pick item
pick_i753;pick item
pick_i758;pick item
pick_i757;pick item
ship_o198;ship order
place_o199;place order
pick_i761;pick item
pick_i759;pick item
pick_i760;pick item
ship_o199;ship order
place_o200;place order
pick_i763;pick item
pick_i762;pick item
pick_i764;pick item
place_o201;place order
ship_o200;ship order
pick_i765;pick item
pick_i766;pick item
ship_o201;ship order
place_o202;place order
pick_i768;pick item
pick_i767;pick item
ship_o202;ship order
place_o203;place order
pick_i772;pick item
pick_i770;pick item
pick_i769;pick item
pick_i771;pick item
ship_o203;ship order
place_o204;place order
pick_i773;pick item
pick_i775;pick item
pick_i774;pick item
pick_i776;pick item
ship_o204;ship order
place_o205;place order
pick_i780;pick item
place_o206;place order
pick_i777;pick item
pick_i784;pick item
pick_i783;pick item
pick_i781;pick item
pick_i778;pick item
pick_i785;pick item
place_o207;place order
pick_i779;pick item
ship_o206;ship order
pick_i782;pick item
pick_i786;pick item
ship_o205;ship order
pick_i788;pick item
pick_i789;pick item
pick_i787;pick item
ship_o207;ship order
place_o208;place order
pick_i792;pick item
pick_i791;pick item
pick_i790;pick item
ship_o208;ship order
place_o209;place order
pick_i794;pick item
pick_i793;pick item
pick_i796;pick item
pick_i795;pick item
ship_o209;ship order
place_o210;place order
pick_i798;pick item
pick_i797;pick item
pick_i799;pick item
place_o211;place order
pick_i802;pick item
ship_o210;ship order
pick_i805;pick item
pick_i801;pick item
pick_i807;pick item
pick_i803;pick item
pick_i804;pick item
pick_i800;pick item
pick_i806;pick item
ship_o211;ship order
place_o212;place order
pick_i810;pick item
pick_i812;pick item
pick_i809;pick item
pick_i808;pick item
pick_i811;pick item
ship_o212;ship order
place_o213;place order
pick_i814;pick item
pick_i815;pick item
pick_i813;pick item
pick_i818;pick item
pick_i816;pick item
pick_i817;pick item
ship_o213;ship order
place_o214;place order
pick_i826;pick item
pick_i825;pick item
pick_i821;pick item
pick_i823;pick item
pick_i827;pick item
pick_i824;pick item
pick_i822;pick item
pick_i819;pick item
pick_i820;pick item
ship_o214;ship order
place_o215;place order
pick_i831;pick item
pick_i830;pick item
pick_i828;pick item
pick_i832;pick item
pick_i833;pick item
pick_i829;pick item
ship_o215;ship order
place_o216;place order
pick_i838;pick item
pick_i839;pick item
pick_i837;pick item
pick_i835;pick item
pick_i842;pick item
pick_i841;pick item
pick_i836;pick item
pick_i840;pick item
pick_i834;pick item
ship_o216;ship order
place_o217;place order
pick_i844;pick item
pick_i846;pick item
pick_i848;pick item
place_o218;place order
pick_i851;pick item
pick_i849;pick item
pick_i847;pick item
pick_i850;pick item
pick_i843;pick item
ship_o218;ship order
pick_i845;pick item
ship_o217;ship order
place_o219;place order
pick_i858;pick item
pick_i859;pick item
pick_i856;pick item
pick_i855;pick item
pick_i857;pick item
pick_i854;pick item
pick_i853;pick item
pick_i852;pick item
ship_o219;ship order
place_o220;place order
pick_i864;pick item
pick_i860;pick item
pick_i866;pick item
pick_i865;pick item
pick_i862;pick item
place_o221;place order
pick_i863;pick item
pick_i873;pick item
pick_i871;pick item
pick_i861;pick item
ship_o220;ship order
pick_i870;pick item
pick_i867;pick item
pick_i872;pick item
pick_i869;pick item
place_o222;place order
pick_i868;pick item
pick_i877;pick item
ship_o221;ship order
place_o223;place order
pick_i875;pick item
pick_i878;pick item
pick_i882;pick item
pick_i879;pick item
pick_i883;pick item
pick_i880;pick item
pick_i874;pick item
pick_i876;pick item
place_o224;place order
pick_i881;pick item
ship_o222;ship order
pick_i884;pick item
ship_o223;ship order
pick_i886;pick item
pick_i885;pick item
ship_o224;ship order
place_o225;place order
pick_i888;pick item
pick_i893;pick item
pick_i887;pick item
pick_i890;pick item
pick_i889;pick item
pick_i891;pick item
pick_i892;pick item
ship_o225;ship order
place_o226;place order
pick_i896;pick item
pick_i895;pick item
pick_i897;pick item
pick_i894;pick item
ship_o226;ship order
place_o227;place order
pick_i899;pick item
pick_i901;pick item
pick_i898;pick item
pick_i900;pick item
pick_i902;pick item
ship_o227;ship order
place_o228;place order
pick_i906;pick item
pick_i904;pick item
pick_i907;pick item
pick_i903;pick item
pick_i905;pick item
place_o229;place order
ship_o228;ship order
pick_i908;pick item
pick_i910;pick item
pick_i911;pick item
pick_i909;pick item
ship_o229;ship order
place_o230;place order
pick_i912;pick item
pick_i915;pick item
pick_i914;pick item
pick_i917;pick item
pick_i913;pick item
pick_i916;pick item
pick_i918;pick item
pick_i919;pick item
place_o231;place order
ship_o230;ship order
pick_i923;pick item
pick_i921;pick item
place_o232;place order
pick_i920;pick item
pick_i925;pick item
pick_i924;pick item
pick_i929;pick item
place_o233;place order
pick_i934;pick item
pick_i935;pick item
pick_i922;pick item
pick_i927;pick item
pick_i928;pick item
pick_i930;pick item
ship_o232;ship order
pick_i932;pick item
pick_i926;pick item
ship_o231;ship order
pick_i931;pick item
pick_i933;pick item
place_o234;place order
ship_o233;ship order
pick_i936;pick item
ship_o234;ship order
place_o235;place order
pick_i938;pick item
pick_i937;pick item
pick_i939;pick item
ship_o235;ship order
place_o236;place order
pick_i940;pick item
pick_i942;pick item
pick_i941;pick item
place_o237;place order
pick_i943;pick item
pick_i948;pick item
ship_o236;ship order
pick_i946;pick item
place_o238;place order
pick_i945;pick item
pick_i947;pick item
pick_i944;pick item
ship_o237;ship order
pick_i954;pick item
pick_i951;pick item
pick_i955;pick item
pick_i952;pick item
pick_i950;pick item
pick_i949;pick item
pick_i953;pick item
ship_o238;ship order
place_o239;place order
pick_i959;pick item
pick_i962;pick item
pick_i956;pick item
pick_i960;pick item
pick_i961;pick item
pick_i957;pick item
place_o240;place order
pick_i958;pick item
ship_o239;ship order
pick_i963;pick item
pick_i968;pick item
place_o241;place order
pick_i967;pick item
